WKT_,WKT,latitude,longitude
"POINT (-6.8973891 33.9404921)",POINT (-6.8973891 33.9404921),33.9404921,-6.8973891
"POINT (-6.9044542 33.9382934)",POINT (-6.9044542 33.9382934),33.9382934,-6.9044542
"POINT (-6.8791563 33.9566016)",POINT (-6.8791563 33.9566016),33.9566016,-6.8791563
"POINT (-6.8957476 33.9422395)",POINT (-6.8957476 33.9422395),33.9422395,-6.8957476
"POINT (-6.9378191 33.9156102)",POINT (-6.9378191 33.9156102),33.9156102,-6.9378191
"POINT (-6.9001855 33.9389312)",POINT (-6.9001855 33.9389312),33.9389312,-6.9001855
"POINT (-6.9429792 33.9308817)",POINT (-6.9429792 33.9308817),33.9308817,-6.9429792
"POINT (-6.9227118 33.9272774)",POINT (-6.9227118 33.9272774),33.9272774,-6.9227118
"POINT (-6.9364344 33.9215251)",POINT (-6.9364344 33.9215251),33.9215251,-6.9364344
"POINT (-6.9308846 33.917252)",POINT (-6.9308846 33.917252),33.917252,-6.9308846
"POINT (-6.8868084 33.9492661)",POINT (-6.8868084 33.9492661),33.9492661,-6.8868084
"POINT (-6.8929584 33.9367576)",POINT (-6.8929584 33.9367576),33.9367576,-6.8929584
"POINT (-6.896716 33.9433379)",POINT (-6.896716 33.9433379),33.9433379,-6.896716
"POINT (-6.9252507 33.9289894)",POINT (-6.9252507 33.9289894),33.9289894,-6.9252507
"POINT (-6.9391327 33.9409992)",POINT (-6.9391327 33.9409992),33.9409992,-6.9391327
"POINT (-6.9556595 33.9228649)",POINT (-6.9556595 33.9228649),33.9228649,-6.9556595
"POINT (-6.9292803 33.926396)",POINT (-6.9292803 33.926396),33.926396,-6.9292803
"POINT (-6.9272339 33.9240383)",POINT (-6.9272339 33.9240383),33.9240383,-6.9272339
"POINT (-6.9426594 33.9348419)",POINT (-6.9426594 33.9348419),33.9348419,-6.9426594
"POINT (-6.9399626 33.9343751)",POINT (-6.9399626 33.9343751),33.9343751,-6.9399626
"POINT (-6.8758808 33.951068)",POINT (-6.8758808 33.951068),33.951068,-6.8758808
"POINT (-6.9221354 33.9363176)",POINT (-6.9221354 33.9363176),33.9363176,-6.9221354
"POINT (-6.9243053 33.9234877)",POINT (-6.9243053 33.9234877),33.9234877,-6.9243053
"POINT (-6.935958 33.9441253)",POINT (-6.935958 33.9441253),33.9441253,-6.935958
"POINT (-6.8956237 33.9392869)",POINT (-6.8956237 33.9392869),33.9392869,-6.8956237
"POINT (-6.9691396 33.919126)",POINT (-6.9691396 33.919126),33.919126,-6.9691396
"POINT (-6.9401159 33.9214334)",POINT (-6.9401159 33.9214334),33.9214334,-6.9401159
"POINT (-6.9276804 33.9068993)",POINT (-6.9276804 33.9068993),33.9068993,-6.9276804
"POINT (-6.9215143 33.9161244)",POINT (-6.9215143 33.9161244),33.9161244,-6.9215143
"POINT (-6.9522185 33.9248215)",POINT (-6.9522185 33.9248215),33.9248215,-6.9522185
"POINT (-6.9303685 33.933642)",POINT (-6.9303685 33.933642),33.933642,-6.9303685
"POINT (-6.9378719 33.9422034)",POINT (-6.9378719 33.9422034),33.9422034,-6.9378719
"POINT (-6.8859059 33.9506355)",POINT (-6.8859059 33.9506355),33.9506355,-6.8859059
"POINT (-6.9418595 33.937012)",POINT (-6.9418595 33.937012),33.937012,-6.9418595
"POINT (-6.8946871 33.9403046)",POINT (-6.8946871 33.9403046),33.9403046,-6.8946871
"POINT (-6.8888525 33.9174581)",POINT (-6.8888525 33.9174581),33.9174581,-6.8888525
"POINT (-6.8870287 33.9137948)",POINT (-6.8870287 33.9137948),33.9137948,-6.8870287
"POINT (-6.8947726 33.9159153)",POINT (-6.8947726 33.9159153),33.9159153,-6.8947726
"POINT (-6.8871578 33.9171071)",POINT (-6.8871578 33.9171071),33.9171071,-6.8871578
"POINT (-6.8985503 33.9179015)",POINT (-6.8985503 33.9179015),33.9179015,-6.8985503
"POINT (-6.9004694 33.9077382)",POINT (-6.9004694 33.9077382),33.9077382,-6.9004694
"POINT (-6.8991338 33.9136655)",POINT (-6.8991338 33.9136655),33.9136655,-6.8991338
"POINT (-6.9016843 33.9139336)",POINT (-6.9016843 33.9139336),33.9139336,-6.9016843
"POINT (-6.8995996 33.9133399)",POINT (-6.8995996 33.9133399),33.9133399,-6.8995996
"POINT (-6.8926176 33.9135468)",POINT (-6.8926176 33.9135468),33.9135468,-6.8926176
"POINT (-6.8897355 33.9174804)",POINT (-6.8897355 33.9174804),33.9174804,-6.8897355
"POINT (-6.8977304 33.9071518)",POINT (-6.8977304 33.9071518),33.9071518,-6.8977304
"POINT (-6.9007048 33.9179473)",POINT (-6.9007048 33.9179473),33.9179473,-6.9007048
"POINT (-6.8890101 33.9173759)",POINT (-6.8890101 33.9173759),33.9173759,-6.8890101
"POINT (-6.9018753 33.9145188)",POINT (-6.9018753 33.9145188),33.9145188,-6.9018753
"POINT (-6.8908189 33.9165037)",POINT (-6.8908189 33.9165037),33.9165037,-6.8908189
"POINT (-6.8911402 33.9139486)",POINT (-6.8911402 33.9139486),33.9139486,-6.8911402
"POINT (-6.9009537 33.9084418)",POINT (-6.9009537 33.9084418),33.9084418,-6.9009537
"POINT (-6.8940417 33.9148981)",POINT (-6.8940417 33.9148981),33.9148981,-6.8940417
"POINT (-6.8913972 33.9139029)",POINT (-6.8913972 33.9139029),33.9139029,-6.8913972
"POINT (-6.8872503 33.9176097)",POINT (-6.8872503 33.9176097),33.9176097,-6.8872503
"POINT (-6.9010708 33.9130022)",POINT (-6.9010708 33.9130022),33.9130022,-6.9010708
"POINT (-6.8998454 33.9154922)",POINT (-6.8998454 33.9154922),33.9154922,-6.8998454
"POINT (-6.8877788 33.9130351)",POINT (-6.8877788 33.9130351),33.9130351,-6.8877788
"POINT (-6.8918772 33.9275757)",POINT (-6.8918772 33.9275757),33.9275757,-6.8918772
"POINT (-6.8904242 33.9290399)",POINT (-6.8904242 33.9290399),33.9290399,-6.8904242
"POINT (-6.8897807 33.9282884)",POINT (-6.8897807 33.9282884),33.9282884,-6.8897807
"POINT (-6.8913489 33.9281899)",POINT (-6.8913489 33.9281899),33.9281899,-6.8913489
"POINT (-6.8920197 33.9208058)",POINT (-6.8920197 33.9208058),33.9208058,-6.8920197
"POINT (-6.8859242 33.9404575)",POINT (-6.8859242 33.9404575),33.9404575,-6.8859242
"POINT (-6.8912883 33.9267535)",POINT (-6.8912883 33.9267535),33.9267535,-6.8912883
"POINT (-6.8930655 33.9213448)",POINT (-6.8930655 33.9213448),33.9213448,-6.8930655
"POINT (-6.8879971 33.9374589)",POINT (-6.8879971 33.9374589),33.9374589,-6.8879971
"POINT (-6.8891843 33.936235)",POINT (-6.8891843 33.936235),33.936235,-6.8891843
"POINT (-6.8928169 33.9417021)",POINT (-6.8928169 33.9417021),33.9417021,-6.8928169
"POINT (-6.8909696 33.9332068)",POINT (-6.8909696 33.9332068),33.9332068,-6.8909696
"POINT (-6.8887767 33.9369242)",POINT (-6.8887767 33.9369242),33.9369242,-6.8887767
"POINT (-6.8836843 33.9411911)",POINT (-6.8836843 33.9411911),33.9411911,-6.8836843
"POINT (-6.8853486 33.9364618)",POINT (-6.8853486 33.9364618),33.9364618,-6.8853486
"POINT (-6.8893024 33.9324556)",POINT (-6.8893024 33.9324556),33.9324556,-6.8893024
"POINT (-6.9161127 33.9211069)",POINT (-6.9161127 33.9211069),33.9211069,-6.9161127
"POINT (-6.8869412 33.9145268)",POINT (-6.8869412 33.9145268),33.9145268,-6.8869412
"POINT (-6.833333 33.9945778)",POINT (-6.833333 33.9945778),33.9945778,-6.833333
